"","FemaleID","Date","time","pH1","pH2","pH3","Temp1","Temp2","Temp3","Avg.pH","Avg.temp","notes","Postcop","phase","DayRO","MalePresence","X","MaleID","DyadID","MHCI_allele_comp","MHCII_allele_comp","MHCI_supertype_comp","MHCII_supertype_comp","Female_stMLH","Female_MHCI_allele","Female_MHCII_allele","Female_MHCI_supertype","Female_MHCII_supertype","Male_stMLH","Male_MHCI_allele","Male_MHCII_allele","Male_MHCI_supertype","Male_MHCII_supertype","KINSHIP"
"251","Viva",2019-07-08,"11:29",4.84,4.65,4.68,29.2,30.4,33.4,4.72,31,"","N","non-fertile",-8,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"252","Viva",2019-07-09,"12:36",5.28,5.26,5.29,27,29.1,31.3,5.28,29.1,"","N","pre-fertile",-7,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"253","Viva",2019-07-10,"12:52",5.19,5.14,4.95,29.3,31.2,30.7,5.09,30.4,"","N","pre-fertile",-6,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"254","Vuei",2019-04-17,"14:10",6.89,6.87,6.95,32.2,31.8,30.7,6.9,31.6,"","N","non-fertile",-10,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"255","Vuei",2019-04-18,"14:10",6.3,6.88,6.74,31.4,31.5,31.4,6.64,31.4,"","N","non-fertile",-9,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"256","Vuei",2019-04-19,"13:48",6.56,6.66,6.54,30.3,32,30.8,6.59,31,"","N","non-fertile",-8,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"257","Vuei",2019-04-22,"9:30",6.51,6.6,6.63,32.3,31.4,31,6.58,31.6,"","N","pre-fertile",-5,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"258","Vuei",2019-04-23,"13:40",6.53,6.57,6.39,31.4,30.5,30.3,6.5,30.7,"","N","pre-fertile",-4,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"259","Vuei",2019-04-24,"13:00",6.33,6.3,6.34,29.5,29.8,31.3,6.32,30.2,"","N","pre-fertile",-3,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"260","Vuei",2019-04-25,"14:10",6.52,6.54,6.48,30.5,30.3,31.2,6.51,30.7,"","N","fertile",-2,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"261","Vuei",2019-04-26,"13:50",6.67,6.71,6.86,30.3,31.4,31.5,6.75,31.1,"","N","fertile",-1,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"262","Vuei",2019-04-27,"10:30",6.68,6.8,6.71,30.1,30.7,30.8,6.73,30.5,"","N","fertile",0,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"263","Vuei",2019-04-28,"11:15",7.66,7.63,7.63,31.1,31.9,31.5,7.64,31.5,"","N","fertile",0,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"264","Vuei",2019-04-29,"14:45",6.04,5.57,5.92,32.5,34.1,33.1,5.84,33.2,"","N","fertile",1,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"265","Vuei",2019-04-30,"14:45",6.55,6.63,6.64,34.3,34.3,34.2,6.61,34.3,"","N","post-fertile",2,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"266","Vuei",2019-05-01,"11:30",6.45,6.3,6.35,30.2,32,31.1,6.37,31.1,"","N","post-fertile",3,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"267","Vuei",2019-05-02,"14:00",6.42,6.49,6.38,31.8,34.4,33.6,6.43,33.3,"","N","post-fertile",4,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"268","Vuei",2019-05-03,"14:10",6.45,6.38,6.48,32.5,30.3,31.4,6.44,31.4,"","N","post-fertile",5,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"269","Vuei",2019-05-04,"13:00",6.71,6.64,6.53,32.8,34.9,34,6.63,33.9,"","N","post-fertile",6,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"270","Vuei",2019-05-05,"12:15",7.18,7.17,7.26,30.9,31.1,31.7,7.2,31.2,"","N","non-fertile",7,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"271","Vuei",2019-05-06,"13:30",6.2,6.52,6.46,30.2,33,34.2,6.39,32.5,"","N","non-fertile",8,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"272","Vuei",2019-05-07,"12:00",6.53,6.74,6.65,30,32.2,31.3,6.64,31.2,"","N","non-fertile",9,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"273","Vuei",2019-05-08,"9:30",6.35,6.19,6.22,30.2,32.5,30.4,6.25,31,"","N","non-fertile",10,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"274","Vuei",2019-05-09,"14:35",6.25,6.61,6.48,31.9,33,32.6,6.45,32.5,"","N","non-fertile",11,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"275","Vuei",2019-05-10,"14:02",7.98,7.96,7.63,34,33.7,33,7.86,33.6,"","N","non-fertile",12,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"276","Vuei",2019-05-12,"11:00",6.9,6.9,6.88,31.9,32.4,30.3,6.89,31.5,"","N","non-fertile",-15,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"277","Vuei",2019-05-13,"17:45",6.47,6.38,6.64,32.2,32.5,32.8,6.5,32.5,"","N","non-fertile",-14,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"278","Vuei",2019-05-14,"15:27",6.22,6.22,6.2,30.6,32.2,31.6,6.21,31.5,"","N","non-fertile",-13,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"279","Vuei",2019-05-15,"13:48",5.86,5.82,5.83,31.6,30.3,30.8,5.84,30.9,"","N","non-fertile",-12,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"280","Vuei",2019-05-16,"18:00",5.77,5.78,5.79,30.2,30.9,31.3,5.78,30.8,"","N","non-fertile",-11,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"281","Vuei",2019-05-18,"11:00",6.05,6.04,6.03,32.5,32.8,33.1,6.04,32.8,"","N","non-fertile",-9,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"282","Vuei",2019-05-19,"17:30",5.96,5.96,5.96,30.1,28.9,31.2,5.96,30.1,"","N","non-fertile",-8,"No Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"283","Vuei",2019-05-20,"16:15",6.67,6.65,6.57,32.4,31.2,30.3,6.63,31.3,"","Y","pre-fertile",-7,"With Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"284","Vuei",2019-05-21,"15:30",6.16,6.24,6.23,33.3,33.8,34.7,6.21,33.9,"","Y","pre-fertile",-6,"With Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"285","Vuei",2019-05-22,"13:30",6.33,6.56,6.6,28.8,31.8,33.9,6.5,31.5,"","N","pre-fertile",-5,"With Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"286","Vuei",2019-05-23,"16:30",6.36,6.32,6.27,32.3,33.1,31.2,6.32,32.2,"","Y","pre-fertile",-4,"With Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"287","Vuei",2019-05-24,"16:30",6.53,6.45,6.42,32.6,30.2,30.9,6.47,31.2,"","Y","pre-fertile",-3,"With Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"288","Vuei",2019-05-27,"16:10",5.97,5.9,5.72,34.5,32.9,32.8,5.86,33.4,"","Y","fertile",0,"With Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"289","Vuei",2019-05-28,"15:45",6.81,6.84,6.94,32.8,32.5,33.8,6.86,33,"","Y","fertile",0,"With Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
"290","Vuei",2019-05-29,"13:00",6.59,6.74,6.75,33.7,33.5,33.6,6.69,33.6,"","N","fertile",1,"With Male",7,"Auguste",7,0.1,0,0.666666666666667,0.428571428571429,1.020222908,11,7,6,4,0.984761238,11,6,9,6,-0.0426822
